,User-ID,Location,Age,profession,ville
265275,265276,"boulogne sur mer, n/a, france",39.0,sport,boulogne sur mer
265289,265290,"paris, n/a, france",20.0,sport,paris
265298,265299,"gagny, n/a, france",34.0,sport,gagny
265312,265313,"nice, alpes-maritimes, france",33.0,sport,nice
265382,265383,"nice, alpes maritimes, france",34.0,sport,nice
265480,265481,"paris, ile de france, france",34.0,sport,paris
265498,265499,"nantes, bretagne, france",41.0,sport,nantes
265503,265504,"paris, ile de france, france",41.0,sport,paris
265546,265547,"paris, arkansas, france",44.0,sport,paris
265606,265607,"castanet, hte garonne, france",31.0,sport,castanet
265619,265620,"arras, nord pas-de-calais, france",56.0,sport,arras
265655,265656,"paris, n/a, france",41.0,sport,paris
265675,265676,"génelard, n, france",36.0,sport,génelard
265750,265751,"lyon, n/a, france",34.0,sport,lyon
265779,265780,"paris, ile de france, france",36.0,sport,paris
265826,265827,"arcueil, n/a, france",57.0,sport,arcueil
265864,265865,"paris, ile de france, france",34.0,sport,paris
265888,265889,"paris, ile de france, france",30.0,sport,paris
265892,265893,"paris, paris, france",37.0,sport,paris
265903,265904,"paris, idf, france",23.0,sport,paris
265908,265909,"bernay, eure, france",34.0,sport,bernay
265931,265932,"melun, ile de france, france",25.0,sport,melun
265939,265940,"paris, n/a, france",21.0,sport,paris
265971,265972,"quimper, bretagne, france",34.0,sport,quimper
266023,266024,"nantes, pays de la loire, france",34.0,sport,nantes
266055,266056,"paris, idf, france",47.0,sport,paris
266108,266109,"mons-en-bar?ul, nord, france",34.0,sport,mons-en-bar?ul
266145,266146,"sainte colombe sur loing, yonne, france",31.0,sport,sainte colombe sur loing
266163,266164,"86190 vouille, n/a, france",34.0,sport,86190 vouille
266225,266226,"paris, ile de france, france",34.0,sport,paris
266228,266229,"paris, ile de france, france",24.0,sport,paris
266231,266232,"paris, manitoba, france",34.0,sport,paris
266259,266260,"paris, \n/a\"", france""",39.0,sport,paris
266267,266268,"gonnehem, france, france",34.0,sport,gonnehem
266282,266283,"reims, champagne, france",62.0,sport,reims
266330,266331,"paris, ile de france, france",59.0,sport,paris
266377,266378,"grenoble, isère, france",34.0,sport,grenoble
266418,266419,"paris, ile de france, france",36.0,sport,paris
266465,266466,"paris, ile de france, france",45.0,sport,paris
266473,266474,"le busseau, france, france",45.0,sport,le busseau
266583,266584,"mars, paca, france",34.0,sport,mars
266665,266666,"zeinheim, alsace, france",34.0,sport,zeinheim
266677,266678,"paris, n/a, france",34.0,sport,paris
266696,266697,"paris, paris, france",30.0,sport,paris
266756,266757,"fort frances, ontario, canada",26.0,sport,fort frances
266763,266764,"lyon, rhone, france",34.0,sport,lyon
266818,266819,"les ulis, essonne, france",45.0,sport,les ulis
266839,266840,"paris, paris, france",22.0,sport,paris
266864,266865,"lille, nord, france",33.0,sport,lille
266871,266872,"lille, north, france",34.0,sport,lille
266879,266880,"paris, n/a, france",30.0,sport,paris
266880,266881,"strasbourg, alsace, france",34.0,sport,strasbourg
266943,266944,"paris, yukon territory, france",58.0,sport,paris
267032,267033,"strasbourg, alsace, france",34.0,sport,strasbourg
267116,267117,"neuilly, n/a, france",57.0,sport,neuilly
267163,267164,"leuville sur orge, ile de france, france",23.0,sport,leuville sur orge
267179,267180,"nantes, loire-atlantique, france",55.0,sport,nantes
267183,267184,"strasbourg, bas-rhin, france",32.0,sport,strasbourg
267223,267224,"rennes, bretagne, france",34.0,sport,rennes
267243,267244,"trouillas, pyrennes orientales, france",43.0,sport,trouillas
267248,267249,"paris, ile de france, france",26.0,sport,paris
267250,267251,"toulouse, midi-pyrénées, france",34.0,sport,toulouse
267261,267262,"toulouse, midi-pyrenee, france",34.0,sport,toulouse
267296,267297,"lille, n/a, france",34.0,sport,lille
267327,267328,"paris, ile de france, france",34.0,sport,paris
267355,267356,"paris, n/a, france",34.0,sport,paris
267370,267371,"marseille, france, france",45.0,sport,marseille
267381,267382,"bordeaux, aquitaine, france",59.0,sport,bordeaux
267386,267387,"paris, ile de france, france",29.0,sport,paris
267501,267502,"paris, ile de france, france",34.0,sport,paris
267506,267507,"nantes, pays de la loire, france",34.0,sport,nantes
267509,267510,"labatut-riviere, hautes pyrenees, france",23.0,sport,labatut-riviere
267517,267518,"nemours, ile de france, france",55.0,sport,nemours
267537,267538,"paris, ile de france, france",49.0,sport,paris
267548,267549,"groslay, val d`oise, france",34.0,sport,groslay
267558,267559,"blois, centre, france",32.0,sport,blois
267595,267596,"st yrieix, _, france",46.0,sport,st yrieix
267634,267635,"nantes, pays de la loire, france",69.0,sport,nantes
267641,267642,"paris, n/a, france",49.0,sport,paris
267726,267727,"strasbourg, alsace, france",14.0,sport,strasbourg
267787,267788,"venissieux, rhone alpes, france",41.0,sport,venissieux
267801,267802,"la celle st cloud, ile de france, france",34.0,sport,la celle st cloud
267829,267830,"rennes, bretagne, france",101.0,sport,rennes
267880,267881,"toulouse, n/a, france",18.0,sport,toulouse
267915,267916,"rambouillet, yvelines, france",34.0,sport,rambouillet
267919,267920,"paris, n/a, france",30.0,sport,paris
267945,267946,"paris, ile de france, france",34.0,sport,paris
267983,267984,"nantes, loire atlantique, france",42.0,sport,nantes
268008,268009,"lille, nord pas de calais, france",41.0,sport,lille
268024,268025,"paris, ile-de-france, france",34.0,sport,paris
268029,268030,"paris, tennessee, france",34.0,sport,paris
268031,268032,"lyon, rhône-alpes, france",34.0,sport,lyon
268037,268038,"roche-la-molière, rhône-alpes, france",21.0,sport,roche-la-molière
268089,268090,"paris, ile de france, france",25.0,sport,paris
268109,268110,"paris, n/a, france",34.0,sport,paris
268238,268239,"saint cloud, friuli venezia giulia, france",34.0,sport,saint cloud
268243,268244,"paris, ile-de-france, france",33.0,sport,paris
268261,268262,"paris, ile de france, france",29.0,sport,paris
268267,268268,"clichy, hauts de seine, france",44.0,sport,clichy
268277,268278,"marmande, aquitaine, france",34.0,sport,marmande
268281,268282,"marmande, aquitaine, france",57.0,sport,marmande
268299,268300,"villefranche sur mer, alpes maritimes, france",25.0,sport,villefranche sur mer
268324,268325,"st antoine, n/a, france",35.0,sport,st antoine
268431,268432,"courbevoie, hauts de seine, france",34.0,sport,courbevoie
268433,268434,"pavillons-sous-bois, ile de france, france",34.0,sport,pavillons-sous-bois
268450,268451,"rochemaure, rhone alpes, france",34.0,sport,rochemaure
268491,268492,"nancy, lorraine, france",35.0,sport,nancy
268543,268544,"st. genis-pouilly, france, france",34.0,sport,st. genis-pouilly
268621,268622,"colombes, ile de france, france",36.0,sport,colombes
268656,268657,"colombes, ile de france, france",20.0,sport,colombes
268691,268692,"strasbourg, , france",34.0,sport,strasbourg
268738,268739,"strasbourg, alsace, france",34.0,sport,strasbourg
268760,268761,"toulouse, midi-pyrénées, france",41.0,sport,toulouse
268773,268774,"paris, n/a, france",82.0,sport,paris
268832,268833,"paris, sud, france",40.0,sport,paris
268881,268882,"montpellier, lr, france",37.0,sport,montpellier
268912,268913,"lille, nord, france",15.0,sport,lille
268926,268927,"le pradet, var, france",23.0,sport,le pradet
268931,268932,"strasbourg, alsace, france",38.0,sport,strasbourg
269016,269017,"joinville le pont, n/a, france",56.0,sport,joinville le pont
269104,269105,"lyon, rhones, france",64.0,sport,lyon
269113,269114,"marseille, france, france",57.0,sport,marseille
269252,269253,"loudéac, bretagne, france",56.0,sport,loudéac
269272,269273,"paris, , france",34.0,sport,paris
269307,269308,"paris, france, france",52.0,sport,paris
269312,269313,"lille, nord, france",45.0,sport,lille
269339,269340,"lens, pas de calais, france",44.0,sport,lens
269343,269344,"metz, moselle loraine, france",34.0,sport,metz
269346,269347,"paris, ile-de-france, france",42.0,sport,paris
269385,269386,"rennes, bretagne, france",36.0,sport,rennes
269390,269391,"sucy en brie, ile de france, france",31.0,sport,sucy en brie
269438,269439,"wimille, pas de calais, france",38.0,sport,wimille
269449,269450,"paris, alabama, france",40.0,sport,paris
269560,269561,"chalon sur saone, bourgogne, france",34.0,sport,chalon sur saone
269565,269566,"montreuil, n/a, france",9.0,sport,montreuil
269606,269607,"saint marcel, n/a, france",36.0,sport,saint marcel
269613,269614,"paris, ile de france, france",46.0,sport,paris
269691,269692,"paris, ile de france, france",34.0,sport,paris
269701,269702,"paris, 75, france",52.0,sport,paris
269758,269759,"paris, ile-de-france, france",23.0,sport,paris
269798,269799,"marseille, provence, france",34.0,sport,marseille
269807,269808,"courbevoie, ile de france, france",53.0,sport,courbevoie
269834,269835,"brest, n/a, france",25.0,sport,brest
269851,269852,"cachan, ile de france, france",44.0,sport,cachan
269889,269890,"paris, île de france, france",27.0,sport,paris
270028,270029,"paris, paris, france",29.0,sport,paris
270044,270045,"paris, n/a, france",34.0,sport,paris
270050,270051,"paris, ile de france, france",34.0,sport,paris
270069,270070,"seyssins, n/a, france",35.0,sport,seyssins
270130,270131,"brest, finistere, la france",34.0,sport,brest
270155,270156,"lyon, france, france",41.0,sport,lyon
270210,270211,"montauban, n/a, france",33.0,sport,montauban
270225,270226,"rennes, n/a, france",51.0,sport,rennes
270233,270234,"albi, tarn, france",34.0,sport,albi
270234,270235,"lyon, rhone, france",34.0,sport,lyon
270266,270267,"paris, n/a, france",34.0,sport,paris
270325,270326,"rennes, bretagne, france",34.0,sport,rennes
270351,270352,"paris, ile de france, france",31.0,sport,paris
270413,270414,"boulogne, billancourt, france",21.0,sport,boulogne
270417,270418,"marck, nord pas de calais, france",34.0,sport,marck
270521,270522,"toulouse, midi-pyrénées, france",34.0,sport,toulouse
270553,270554,"paris, catalunya, france",34.0,sport,paris
270604,270605,"paris, paris, france",34.0,sport,paris
270657,270658,"strasbourg, alsace, france",32.0,sport,strasbourg
270712,270713,"cachen, landes (40), la france",27.0,sport,cachen
270727,270728,"fresnes, n/a, france",30.0,sport,fresnes
270800,270801,"marseille, provence, france",56.0,sport,marseille
270819,270820,"metz, moselle, france",52.0,sport,metz
270837,270838,"le havre (vers harfleur), haute normandie, france",53.0,sport,le havre (vers harfleur)
270895,270896,", pas de calais, france",26.0,sport,
270896,270897,"boulogne-billancourt, ile de france, france",29.0,sport,boulogne-billancourt
270905,270906,"laval, loire atlantique, france",32.0,sport,laval
270972,270973,"paris, ile-de-france, france",40.0,sport,paris
270976,270977,"paris, paris, france",36.0,sport,paris
271015,271016,"dijon, bourgogne, france",0.0,sport,dijon
271037,271038,"luzarches, france, france",34.0,sport,luzarches
271085,271086,"cahors, midi-pyrénées, france",34.0,sport,cahors
271121,271122,"ronchin, nord, france",34.0,sport,ronchin
271139,271140,"toulouse, haute-garonne, france",44.0,sport,toulouse
271154,271155,"la rochette, charente, france",34.0,sport,la rochette
271155,271156,"boulogne billancourt, ile de france, france",56.0,sport,boulogne billancourt
271175,271176,"bordeaux, yukon territory, france",39.0,sport,bordeaux
271194,271195,"lyon, rhône alpes, france",39.0,sport,lyon
271195,271196,"lescar, aquitaine, france",21.0,sport,lescar
271305,271306,"paris, n/a, france",39.0,sport,paris
271363,271364,"pluneret, n/a, france",22.0,sport,pluneret
271366,271367,"paris, ile de france, france",32.0,sport,paris
271421,271422,"yvetot, normandy, france",43.0,sport,yvetot
271437,271438,"paris, ile de france, france",41.0,sport,paris
271447,271448,"la teste de buch, n/a, france",27.0,sport,la teste de buch
271530,271531,"giverny, eure, france",32.0,sport,giverny
271537,271538,"paris, n/a, france",23.0,sport,paris
271541,271542,"paris, seine (paris), france",53.0,sport,paris
271557,271558,"andernos-les-bains, gironde, france",35.0,sport,andernos-les-bains
271621,271622,"paris, paris, france",34.0,sport,paris
271673,271674,"st cyr, ile de france, france",29.0,sport,st cyr
271704,271705,"paris, n/a, france",25.0,sport,paris
271745,271746,"paris, paris, france",26.0,sport,paris
271751,271752,"paris, ile-de-france, france",25.0,sport,paris
271791,271792,"mouzillon, loire-atlantique, france",34.0,sport,mouzillon
271799,271800,"noisy le roi, ile-de-france, france",43.0,sport,noisy le roi
271856,271857,"brest, n/a, france",30.0,sport,brest
271858,271859,"st clément, saone et loire, france",18.0,sport,st clément
271893,271894,"audignies, france, france",21.0,sport,audignies
272001,272002,"lille, north of france, france",31.0,sport,lille
272015,272016,"paris, n/a, france",23.0,sport,paris
272143,272144,"strasbourg, alsace, france",56.0,sport,strasbourg
272201,272202,"paris, paris, france",34.0,sport,paris
272224,272225,"le kremlin bicêtre, ile-de-france, france",49.0,sport,le kremlin bicêtre
272232,272233,"grenoble, rhone alpes, france",34.0,sport,grenoble
272384,272385,"paris, ile de france, france",34.0,sport,paris
272406,272407,"p, n/a, france",32.0,sport,p
272443,272444,"paris, n/a, france",42.0,sport,paris
272444,272445,"nortkerque, pas de calais, france",29.0,sport,nortkerque
272563,272564,"fontenay aux roses, hauts de seine, france",34.0,sport,fontenay aux roses
272572,272573,"lyon, rhone alpes, france",23.0,sport,lyon
272625,272626,"paris, paris, france",34.0,sport,paris
272704,272705,"ifs, \n/a\"", france""",57.0,sport,ifs
272707,272708,"strasbourg, strasbourg, france",54.0,sport,strasbourg
272714,272715,"paris, ile de france, france",31.0,sport,paris
272719,272720,"vernouillet, paris west, france",40.0,sport,vernouillet
272721,272722,"brest, bretagne, france",34.0,sport,brest
272734,272735,"paris, n/a, france",34.0,sport,paris
272785,272786,"belz, bretagne, france",23.0,sport,belz
272889,272890,"bagnolet, south carolina, france",34.0,sport,bagnolet
272923,272924,"strasbourg, alsace, france",34.0,sport,strasbourg
272981,272982,"paris, paris, france",39.0,sport,paris
272986,272987,"fort frances, ontario, canada",34.0,sport,fort frances
273029,273030,"marseille, paca, france",22.0,sport,marseille
273064,273065,"paris, paris, france",34.0,sport,paris
273070,273071,"paris, n/a, france",34.0,sport,paris
273085,273086,"paris, île de france, france",33.0,sport,paris
273088,273089,"vinsobres, drome, france",16.0,sport,vinsobres
273099,273100,"bischheim, alsace, france",34.0,sport,bischheim
273109,273110,"gambais, n/a, france",51.0,sport,gambais
273112,273113,"lyon, rhone alpes, france",18.0,sport,lyon
273139,273140,"quimper, bretagne, france",34.0,sport,quimper
273189,273190,"nancy, lorraine, france",71.0,sport,nancy
273306,273307,"toulouse, n/a, france",34.0,sport,toulouse
